Rank;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
12236;PC;2014;Action;Warner Bros. Interactive Entertainment;0;0.06;0;0.01;0.06
12237;3DS;2014;Adventure;Happinet;0;0;0.07;0.05;0.07
12238;DS;2011;Simulation;THQ;0.06;0;0;0;0.06
12239;X360;2011;Misc;Electronic Arts;0.06;0;0;0;0.07
12240;X360;N/A;Simulation;Kalypso Media;0.06;0;0;0;0.07
12241;PS3;2007;Sports;Konami Digital Entertainment;0;0;0.07;0;0.07
12242;DS;2006;Role-Playing;Tomy Corporation;0;0;0.02;0;0.02
12243;XB;2003;Sports;Midway Games;0.05;0.01;0;0;0.07
12244;DS;2007;Platform;Disney Interactive Studios;0.04;0.01;0;0.01;0.07
12245;3DS;2014;Misc;FuRyu;0;0;0.07;0.05;0.07
12246;DS;2011;Puzzle;iWin;0;0.05;0;0.01;0.06
12247;PSV;2013;Role-Playing;Gust;0;0;0.06;0;0.06
12248;DS;2011;Simulation;THQ;0.06;0;0;0;0.06
12249;PS;1998;Strategy;Media Works;0;0;0.06;0;0.06
12250;DS;N/A;Puzzle;Avanquest;0;0.06;0;0.01;0.06
12251;DS;2010;Misc;Zoo Games;0.04;0;0;0;0.04
12252;XB;2005;Adventure;Take-Two Interactive;0.05;0.01;0;0;0.06
12253;DS;2004;Adventure;Ubisoft;0.06;0;0;0;0.06
12254;DS;2007;Role-Playing;Electronic Arts;0.06;0;0;0.01;0.06
12255;GBA;2005;Platform;Ubisoft;0.05;0.02;0;0;0.06
12256;PS2;2004;Role-Playing;Enterbrain;0.03;0.02;0;0.01;0.06
12257;GC;2005;Fighting;Namco Bandai Games;0.05;0.01;0;0;0.06
12258;X360;2011;Misc;505 Games;0.05;0.01;0;0;0.06
12259;PSV;2013;Strategy;Idea Factory;0;0;0.06;0;0.06
12260;GBA;2002;Simulation;Electronic Arts;0.05;0.02;0;0;0.06
12261;XB;2001;Action;Genki;0.05;0.01;0;0;0.06
12262;PSP;2006;Shooter;Konami Digital Entertainment;0.04;0;0.02;0;0.06
12263;DS;2006;Shooter;Disney Interactive Studios;0.06;0;0;0;0.06
12264;DS;2009;Simulation;505 Games;0.06;0;0;0;0.06
12265;PS;1999;Action;Psygnosis;0.03;0.02;0;0;0.06
12266;PC;2008;Action;Warner Bros. Interactive Entertainment;0.02;0.03;0;0.01;0.06
12267;Wii;2006;Action;Eidos Interactive;0.04;0.01;0.01;0;0.06
12268;XB;2005;Shooter;Take-Two Interactive;0.05;0.01;0;0;0.06
12269;XB;2002;Adventure;Electronic Arts;0.05;0.01;0;0;0.06
12270;DS;2009;Strategy;Deep Silver;0.06;0;0;0;0.06
12271;DC;1998;Adventure;Fortyfive;0;0;0.06;0.05;0.06
12272;GBA;2000;Sports;Konami Digital Entertainment;0.05;0.02;0;0;0.06
12273;PS2;2007;Simulation;Sega;0;0;0.06;0;0.06
12274;DC;2000;Adventure;NEC Interchannel;0;0;0.06;0.05;0.06
12275;PS2;2005;Action;Konami Digital Entertainment;0.03;0.02;0;0.01;0.06
12276;XB;2003;Action;Electronic Arts;0.05;0.01;0;0;0.06
12277;DS;2007;Puzzle;Square Enix;0.06;0;0;0;0.06
12278;PS2;2000;Simulation;Konami Digital Entertainment;0;0;0.06;0;0.06
12279;PSP;2006;Shooter;Activision;0.06;0;0;0;0.06
12280;Wii;2011;Puzzle;Crave Entertainment;0.06;0;0;0;0.06
12281;GC;2002;Sports;Acclaim Entertainment;0.05;0.01;0;0;0.06
12282;DS;2007;Misc;Rising Star Games;0.79;0.53;0;0.13;1.44
12283;GBA;2003;Action;Capcom;0.05;0.02;0;0;0.06
12284;XB;2002;Sports;Acclaim Entertainment;0.05;0.01;0;0;0.06
12285;DS;2010;Simulation;Destineer;0.06;0;0;0;0.06
12286;DS;2010;Simulation;505 Games;0.06;0;0;0;0.06
12287;DS;2005;Platform;Konami Digital Entertainment;0.06;0;0;0;0.06
12288;PSP;2010;Action;Marvelous Games;0;0;0.06;0;0.06
12289;PSV;2014;Action;D3Publisher;0;0;0.06;0;0.06
12290;DS;2008;Puzzle;THQ;0.06;0;0;0;0.06
12291;SNES;1993;Misc;Imax;0;0;0.06;0;0.06
12292;PS2;2003;Racing;Acclaim Entertainment;0.03;0.02;0;0.01;0.06
12293;Wii;2008;Sports;Activision;0.06;0;0;0;0.06
12294;DS;2007;Action;Namco Bandai Games;0;0;0.06;0;0.06
12295;PSP;2011;Misc;Konami Digital Entertainment;0;0;0.06;0;0.06
12296;PSV;2014;Action;Tecmo Koei;0;0;0.06;0;0.06
12297;DS;2008;Misc;505 Games;0.06;0;0;0;0.06
12298;PSP;2010;Fighting;Falcom Corporation;0;0;0.06;0;0.06
12299;PSP;2006;Fighting;Namco Bandai Games;0;0;0.06;0;0.06
12300;PS2;N/A;Shooter;Unknown;0.03;0.02;0;0.01;0.06
12301;Wii;2007;Fighting;Game Factory;0.06;0;0;0;0.06
12302;DS;2008;Adventure;Marvelous Games;0;0;0.06;0;0.06
12303;PS2;2004;Role-Playing;Sony Computer Entertainment;0.03;0.02;0;0.01;0.06
12304;Wii;2009;Action;SouthPeak Games;0.05;0;0;0;0.06
12305;DS;2007;Strategy;Ubisoft;0;0.06;0;0.01;0.06
12306;PS2;2009;Misc;D3Publisher;0;0;0.06;0;0.06
12307;DS;2010;Misc;Alchemist;0;0;0.06;0;0.06
12308;PSV;2015;Sports;Bigben Interactive;0;0.05;0;0.01;0.06
12309;Wii;2010;Shooter;Unknown;0.03;0.02;0;0;0.06
12310;PSP;2009;Role-Playing;Tecmo Koei;0;0;0.06;0;0.06
12311;DS;2008;Role-Playing;Nobilis;0.06;0;0;0;0.06
12312;PS2;2002;Action;Tecmo Koei;0.03;0.02;0;0.01;0.06
12313;3DS;2012;Action;Ackkstudios;0;0;0.06;0.05;0.06
12314;Wii;2009;Adventure;Nintendo;0;0.03;0.03;0;0.06
12315;GBA;2004;Sports;Zoo Digital Publishing;0.04;0.02;0;0;0.06
12316;GBA;2004;Action;Ubisoft;0.05;0.02;0;0;0.06
12317;PS2;2007;Racing;Sunrise Interactive;0;0;0.02;0;0.02
12318;PS2;2004;Shooter;Namco Bandai Games;0.03;0.02;0;0.01;0.06
12319;PC;2011;Action;Crimson Cow;0;0.05;0;0.01;0.06
12320;Wii;2007;Puzzle;Midas Interactive Entertainment;0.06;0;0;0;0.06
12321;XB;2001;Racing;Electronic Arts;0.05;0.01;0;0;0.06
12322;Wii;2007;Sports;Konami Digital Entertainment;0;0;0.06;0;0.06
12323;PS2;2005;Role-Playing;Tecmo Koei;0.03;0.02;0;0.01;0.06
12324;XB;2002;Sports;Ubisoft;0.05;0.01;0;0;0.06
12325;XB;2002;Shooter;TDK Mediactive;0.04;0.01;0;0;0.06
12326;SAT;1998;Simulation;ESP;0;0;0.06;0;0.06
12327;GBA;2002;Misc;Sega;0.05;0.02;0;0;0.06
12328;XOne;2015;Action;Nordic Games;0.03;0.02;0;0.01;0.06
12329;PS3;2011;Action;Funbox Media;0.04;0.01;0;0.01;0.06
12330;PSP;2008;Fighting;Irem Software Engineering;0.05;0;0.01;0;0.06
12331;PSP;2007;Misc;Hudson Soft;0.06;0;0;0.01;0.06
12332;Wii;2008;Adventure;Majesco Entertainment;0.06;0;0;0;0.06
12333;GC;2002;Racing;Electronic Arts;0.05;0.01;0;0;0.06
12334;PS2;2010;Action;Warner Bros. Interactive Entertainment;0.03;0.02;0;0.01;0.06
12335;XOne;2013;Fighting;Microsoft Game Studios;0.03;0.03;0;0.01;0.06
12336;GBA;2004;Action;Nintendo;0;0;0.06;0;0.06
12337;PS3;2013;Adventure;5pb;0;0;0.06;0;0.06
12338;PS2;2003;Racing;Sega;0.03;0.02;0;0.01;0.06
12339;DS;2008;Action;Namco Bandai Games;0;0;0.06;0;0.06
12340;DS;2006;Shooter;Eidos Interactive;0.06;0;0;0;0.06
12341;PSP;2011;Misc;Sony Computer Entertainment;0;0.05;0;0.02;0.06
12342;SAT;1994;Shooter;Sega;0;0;0.06;0;0.06
12343;PSP;2011;Role-Playing;Atlus;0;0;0.06;0;0.06
12344;PS3;2011;Action;Sony Computer Entertainment;0;0;0.06;0;0.06
12345;DS;2006;Strategy;Ubisoft;0.05;0.01;0;0;0.06
12346;Wii;2007;Role-Playing;Sega;0.06;0;0;0;0.06
12347;X360;2014;Adventure;Focus Home Interactive;0.03;0.03;0;0.01;0.06
12348;PS;1995;Puzzle;Acclaim Entertainment;0.04;0.02;0;0;0.06
12349;GC;2004;Misc;Crave Entertainment;0.05;0.01;0;0;0.06
12350;PC;2005;Role-Playing;LucasArts;0.01;0.04;0;0.01;0.06
12351;DS;2007;Strategy;10TACLE Studios;0.06;0;0;0;0.06
12352;PSV;2013;Sports;Konami Digital Entertainment;0;0;0.06;0;0.06
12353;GBA;2005;Misc;Sega;0.04;0.02;0;0;0.06
12354;Wii;2008;Puzzle;Ubisoft;0.05;0.01;0;0;0.06
12355;XB;2005;Shooter;Groove Games;0.05;0.01;0;0;0.06
12356;N64;2000;Platform;Virgin Interactive;0.04;0.01;0;0;0.05
12357;PSV;2015;Adventure;TGL;0;0;0.03;0;0.03
12358;DS;2008;Misc;Benesse;0;0;0.06;0;0.06
12359;DS;2005;Misc;Nintendo;0;0;0.06;0;0.06
12360;PS4;2016;Role-Playing;Square Enix;0;0;0.06;0;0.06
12361;3DS;2014;Action;Namco Bandai Games;0;0;0.06;0.05;0.06
12362;PC;2011;Strategy;Microsoft Game Studios;0.01;0.04;0;0.01;0.06
12363;PS3;2012;Action;Sega;0;0;0.06;0;0.06
12364;DS;2011;Adventure;Namco Bandai Games;0;0;0.06;0;0.06
12365;PSP;2007;Role-Playing;Falcom Corporation;0;0;0.06;0;0.06
12366;Wii;2009;Action;Oxygen Interactive;0.05;0;0;0;0.05
12367;DS;2010;Action;JoWood Productions;0.06;0;0;0;0.06
12368;X360;2011;Sports;Tecmo Koei;0;0.05;0;0.01;0.06
12369;DS;2007;Action;Nobilis;0.05;0;0;0;0.05
12370;3DS;2014;Action;Activision;0.03;0.03;0;0;0.06
12371;GBA;2004;Action;Disney Interactive Studios;0.04;0.02;0;0;0.06
12372;Wii;2008;Fighting;Ignition Entertainment;0.06;0;0;0;0.06
12373;PS3;2009;Misc;Sony Computer Entertainment;0;0.04;0;0.02;0.06
12374;GBA;2001;Simulation;Konami Digital Entertainment;0.04;0.02;0;0;0.06
12375;3DS;2015;Puzzle;Nintendo;0;0;0.06;0.05;0.06
12376;PSP;2011;Role-Playing;FuRyu;0;0;0.06;0;0.06
12377;PSP;2011;Fighting;Namco Bandai Games;0;0;0.06;0;0.06
12378;DS;2008;Role-Playing;Game Factory;0.06;0;0;0;0.06
12379;XB;2005;Action;Ubisoft;0.05;0.01;0;0;0.06
12380;PS2;2008;Adventure;Namco Bandai Games;0;0;0.06;0;0.06
12381;PSP;2006;Action;Namco Bandai Games;0.05;0;0;0.01;0.06
12382;Wii;2009;Strategy;Playlogic Game Factory;0.05;0;0;0;0.05
12383;GBA;2001;Platform;LEGO Media;0.04;0.02;0;0;0.06
12384;PS;2000;Action;JVC;0.03;0.02;0;0;0.06
12385;PC;2010;Racing;Activision;0.01;0.04;0;0.01;0.06
12386;X360;2011;Action;Activision;0.05;0.01;0;0;0.06
12387;SNES;1995;Adventure;Pack-In-Video;0;0;0.05;0;0.05
12388;DS;2007;Misc;Tommo;0.02;0;0;0;0.02
12389;GC;2005;Sports;Crave Entertainment;0.05;0.01;0;0;0.06
12390;PS4;2016;Action;Insomniac Games;0.05;0;0;0.01;0.06
12391;PSV;2012;Action;D3Publisher;0;0;0.06;0;0.06
12392;DS;2008;Simulation;Tecmo Koei;0.06;0;0;0;0.06
12393;PS;2002;Simulation;Infogrames;0.03;0.02;0;0;0.06
12394;DS;2011;Misc;Atari;0.06;0;0;0;0.06
12395;DS;2008;Misc;UFO Interactive;0.05;0;0;0;0.05
12396;PS;1998;Misc;Konami Digital Entertainment;0;0;0.06;0;0.06
12397;PS;2000;Sports;Mattel Interactive;0.03;0.02;0;0;0.06
12398;PC;2007;Shooter;Midway Games;0;0.05;0;0.01;0.06
12399;XB;2004;Strategy;Activision;0.05;0.01;0;0;0.06
12400;WiiU;2015;Misc;Namco Bandai Games;0;0;0.06;0;0.06
12401;PC;2011;Adventure;Focus Home Interactive;0;0.05;0;0.01;0.06
12402;XB;2005;Misc;Microsoft Game Studios;0.05;0.01;0;0;0.06
12403;DS;2009;Strategy;Sega;0;0;0.06;0;0.06
12404;PS4;2016;Racing;Namco Bandai Games;0.01;0.05;0;0.01;0.06
12405;X360;2011;Adventure;Activision;0;0.05;0;0.01;0.06
12406;PS2;2001;Misc;Eidos Interactive;0.03;0.02;0;0.01;0.06
12407;3DS;2014;Simulation;ArtDink;0;0;0.06;0.05;0.06
12408;Wii;2007;Misc;Taito;0.05;0;0;0;0.05
12409;PS2;2006;Racing;Game Factory;0.03;0.02;0;0.01;0.06
12410;PC;2005;Shooter;Activision;0;0.05;0;0.01;0.06
12411;N64;1999;Sports;THQ;0.05;0.01;0;0;0.06
12412;PSP;2006;Misc;Daito;0;0;0.06;0;0.06
12413;3DS;2013;Shooter;Activision;0;0.06;0;0;0.06
12414;PS3;2016;Sports;Konami Digital Entertainment;0;0.01;0.04;0;0.06
12415;PS2;2001;Shooter;Interplay;0.03;0.02;0;0.01;0.06
12416;X360;2009;Adventure;5pb;0;0;0.06;0;0.06
12417;PC;2010;Adventure;Deep Silver;0;0.05;0;0.01;0.06
12418;X360;2011;Racing;Capcom;0;0.05;0;0.01;0.06
12419;PS2;2008;Adventure;Atari;0.03;0.02;0;0.01;0.06
12420;XOne;2015;Action;PQube;0.05;0.01;0;0.01;0.06
12421;GC;2003;Misc;TDK Mediactive;0.04;0.01;0;0;0.05
12422;PSP;2008;Adventure;Alchemist;0;0;0.06;0;0.06
12423;3DS;2014;Adventure;Namco Bandai Games;0;0;0.06;0.05;0.06
12424;GC;2005;Fighting;Namco Bandai Games;0.05;0.01;0;0;0.06
12425;PC;2001;Strategy;Vivendi Games;0;0.04;0;0.01;0.05
12426;DS;2006;Action;Konami Digital Entertainment;0.03;0.02;0;0.01;0.06
12427;PS;2001;Sports;Acclaim Entertainment;0.03;0.02;0;0;0.06
12428;WiiU;2015;Action;Nintendo;0.04;0.02;0;0.01;0.06
12429;X360;2011;Racing;Activision;0.05;0.01;0;0;0.06
12430;DS;2008;Role-Playing;Square Enix;0;0;0.06;0;0.06
12431;SNES;1995;Misc;Takara Tomy;0;0;0.05;0;0.05
12432;PS2;2009;Sports;Atari;0.03;0.02;0;0.01;0.06
12433;Wii;2015;Action;Namco Bandai Games;0;0.06;0;0;0.06
12434;3DS;2016;Adventure;Aksys Games;0.04;0;0.01;0.05;0.06
12435;GBA;2005;Action;Konami Digital Entertainment;0.04;0.02;0;0;0.06
12436;GBA;2002;Puzzle;Empire Interactive;0.04;0.02;0;0;0.06
12437;DS;2009;Simulation;Ubisoft;0.06;0;0;0;0.06
12438;DS;2010;Action;Takara Tomy;0;0;0.06;0;0.06
12439;SAT;1994;Sports;Sega;0;0;0.06;0;0.06
12440;X360;2011;Shooter;Cave;0.04;0;0.01;0;0.06
12441;3DS;2015;Misc;Shogakukan;0;0;0.03;0.05;0.03
12442;PS4;2014;Action;505 Games;0;0.05;0.01;0.01;0.06
12443;3DS;2011;Action;Alchemist;0;0;0.06;0.05;0.06
12444;PS2;2006;Adventure;Enterbrain;0;0;0.06;0;0.06
12445;Wii;2009;Adventure;Ubisoft;0.05;0.01;0;0;0.06
12446;DS;2009;Sports;Midas Interactive Entertainment;0.06;0;0;0;0.06
12447;DS;2010;Sports;Storm City Games;0.04;0;0;0;0.05
12448;GBA;2002;Sports;Ubisoft;0.04;0.02;0;0;0.06
12449;PS4;2015;Role-Playing;Deep Silver;0;0.05;0;0.01;0.06
12450;PSP;2010;Misc;D3Publisher;0;0;0.06;0;0.06
12451;DS;2010;Simulation;Little Orbit;0.06;0;0;0;0.06
12452;PSV;2016;Adventure;Aksys Games;0.03;0;0.02;0.01;0.06
12453;SCD;1994;Role-Playing;Sega;0;0;0.06;0;0.06
12454;PC;2009;Shooter;Namco Bandai Games;0;0.05;0;0.01;0.06
12455;PS3;2016;Action;Tecmo Koei;0;0;0.06;0;0.06
12456;DS;2007;Platform;Disney Interactive Studios;0.05;0.01;0;0;0.06
12457;X360;2009;Action;SouthPeak Games;0.05;0.01;0;0;0.06
12458;Wii;2008;Racing;Conspiracy Entertainment;0.06;0;0;0;0.06
12459;PS2;2008;Action;Namco Bandai Games;0;0;0.06;0;0.06
12460;3DS;2012;Fighting;Take-Two Interactive;0.06;0;0;0.05;0.06
12461;XB;2003;Platform;SCi;0.03;0.01;0;0;0.05
12462;PSP;2007;Shooter;Konami Digital Entertainment;0.05;0;0;0.01;0.06
12463;DS;2011;Action;Activision;0.05;0.01;0;0;0.06
12464;PS2;2002;Action;Konami Digital Entertainment;0.03;0.02;0;0.01;0.06
12465;PS2;2004;Racing;TDK Mediactive;0.65;0.51;0;0.17;1.33
12466;Wii;2007;Shooter;Starfish;0.04;0;0;0;0.04
12467;PC;2007;Role-Playing;Atari;0;0.05;0;0.01;0.06
12468;DC;1998;Racing;Infogrames;0;0;0.06;0.05;0.06
12469;DS;2008;Simulation;Konami Digital Entertainment;0;0;0.06;0;0.06
12470;GC;2003;Action;Ubisoft;0.05;0.01;0;0;0.06
12471;PS2;2003;Misc;Ubisoft;0.03;0.02;0;0.01;0.06
12472;DS;2010;Simulation;DreamCatcher Interactive;0.06;0;0;0;0.06
12473;PSP;2007;Role-Playing;Mercury Games;0.05;0;0;0.01;0.06
12474;GC;2003;Platform;Acclaim Entertainment;0.05;0.01;0;0;0.06
12475;Wii;2009;Action;Conspiracy Entertainment;0.06;0;0;0;0.06
12476;PS3;2014;Strategy;Namco Bandai Games;0;0;0.06;0;0.06
12477;PSP;2010;Action;Namco Bandai Games;0;0;0.06;0;0.06
12478;Wii;2011;Sports;Ubisoft;0;0.05;0;0.01;0.06
12479;PC;2008;Role-Playing;Ascaron Entertainment GmbH;0;0.05;0;0.01;0.06
12480;X360;2008;Racing;RTL;0.03;0;0;0;0.03
12481;PC;2011;Action;Capcom;0.04;0.02;0;0.01;0.06
12482;DS;2007;Misc;Activision;0.05;0;0;0;0.06
12483;DS;2009;Action;Mindscape;0.04;0.01;0;0;0.06
12484;GC;2002;Sports;Konami Digital Entertainment;0.05;0.01;0;0;0.06
12485;N64;1998;Racing;THQ;0.05;0.01;0;0;0.06
12486;3DS;2014;Action;Namco Bandai Games;0;0;0.06;0.05;0.06
12487;X360;2012;Shooter;Namco Bandai Games;0.03;0.02;0;0.01;0.06
12488;DS;2008;Role-Playing;Namco Bandai Games;0;0;0.06;0;0.06
12489;DS;N/A;Simulation;N/A;0;0;0.06;0;0.06
12490;PSV;2015;Adventure;Nippon Ichi Software;0;0;0.06;0;0.06
12491;PS2;2011;Action;Konami Digital Entertainment;0;0;0.06;0;0.06
12492;XB;2004;Shooter;Atari;0.05;0.01;0;0;0.06
12493;Wii;2007;Misc;Eidos Interactive;0.05;0;0;0;0.06
12494;X360;2007;Role-Playing;SouthPeak Games;0.41;0.23;0;0.07;0.71
12495;PSP;2012;Action;Namco Bandai Games;0;0;0.06;0;0.06
12496;N64;1999;Adventure;Namco Bandai Games;0;0;0.06;0;0.06
12497;XB;2005;Sports;Take-Two Interactive;0.04;0.01;0;0;0.06
12498;PC;2013;Action;Capcom;0;0.05;0;0.01;0.06
12499;PS2;2010;Shooter;Sony Computer Entertainment;0.03;0.02;0;0.01;0.06
12500;N64;1998;Racing;Ubisoft;0.05;0.01;0;0;0.06
12501;DS;2011;Misc;Nintendo;0;0;0.06;0;0.06
12502;PS;1996;Sports;Midway Games;0.03;0.02;0;0;0.06
12503;X360;2007;Sports;Activision;0.06;0;0;0;0.06
12504;GC;2002;Puzzle;Ubisoft;0.05;0.01;0;0;0.06
12505;PS2;2008;Adventure;Kadokawa Games;0;0;0.06;0;0.06
12506;N64;1999;Racing;Kemco;0.05;0.01;0;0;0.06
12507;GBA;2003;Platform;THQ;0.04;0.02;0;0;0.06
12508;N64;1998;Sports;GT Interactive;0.05;0.01;0;0;0.06
12509;N64;2000;Sports;Electronic Arts;0.05;0.01;0;0;0.06
12510;PC;2007;Shooter;THQ;0.01;0.04;0;0.01;0.06
12511;DS;2010;Strategy;Ubisoft;0.05;0;0;0;0.06
12512;PS2;2001;Racing;Titus;0.02;0.02;0;0.01;0.05
12513;SAT;1997;Fighting;Capcom;0;0;0.06;0;0.06
12514;N64;1998;Sports;GT Interactive;0.05;0.01;0;0;0.06
12515;N64;1998;Puzzle;Acclaim Entertainment;0.05;0.01;0;0;0.06
12516;N64;1998;Shooter;Hudson Soft;0.05;0.01;0;0;0.06
12517;PS;1996;Fighting;Vic Tokai;0.07;0.05;0;0.01;0.12
12518;XOne;2016;Action;Ubisoft;0.02;0.03;0;0;0.06
12519;PSP;N/A;Action;N/A;0.06;0;0;0;0.06
12520;PSV;2014;Role-Playing;Nihon Falcom Corporation;0;0;0.06;0;0.06
12521;DS;2010;Simulation;PQube;0.04;0.01;0;0;0.05
12522;3DS;2012;Action;Namco Bandai Games;0;0;0.06;0.05;0.06
12523;XB;2004;Racing;Bethesda Softworks;0.04;0.01;0;0;0.06
12524;GBA;2005;Racing;Crave Entertainment;0.04;0.02;0;0;0.06
12525;PS4;2016;Shooter;Activision;0.01;0.04;0;0.01;0.06
12526;PSP;2006;Action;Activision;0.05;0.01;0;0.01;0.06
12527;GBA;2005;Racing;Zoo Digital Publishing;0.04;0.02;0;0;0.06
12528;PC;1992;Strategy;Electronic Arts;0;0.05;0;0.01;0.06
12529;X360;2014;Fighting;Namco Bandai Games;0.04;0.01;0;0.01;0.06
12530;DS;2007;Adventure;Midway Games;0.06;0;0;0;0.06
12531;DS;2009;Misc;City Interactive;0.06;0;0;0;0.06
12532;PSP;2010;Sports;Konami Digital Entertainment;0;0;0.06;0;0.06
12533;Wii;N/A;Platform;Unknown;0.05;0;0;0;0.06
12534;DS;2008;Misc;UFO Interactive;0.03;0;0;0;0.03
12535;XB;N/A;Shooter;Unknown;0.04;0.01;0;0;0.06
12536;DS;2012;Puzzle;Rising Star Games;0;0.05;0;0.01;0.06
12537;PS;1999;Racing;Crave Entertainment;0.03;0.02;0;0;0.06
12538;PSP;2006;Sports;Activision;0.06;0;0;0;0.06
12539;PSP;2006;Action;Konami Digital Entertainment;0.05;0;0;0;0.06
12540;XB;2003;Strategy;Sega;0.04;0.01;0;0;0.06
12541;3DS;2013;Role-Playing;Namco Bandai Games;0;0;0.06;0.05;0.06
12542;PC;2009;Racing;Electronic Arts;0;0.05;0;0.01;0.06
12543;PC;2003;Strategy;Microsoft Game Studios;0.03;0.02;0;0.01;0.06
12544;DS;2008;Sports;Activision;0.06;0;0;0;0.06
12545;PS2;2006;Shooter;Eidos Interactive;0.03;0.02;0;0.01;0.06
12546;PS2;2004;Shooter;Namco Bandai Games;0.03;0.02;0;0.01;0.06
12547;PS4;2015;Sports;Nordic Games;0;0.05;0;0.01;0.06
12548;GBA;2004;Racing;Zoo Digital Publishing;0.04;0.02;0;0;0.06
12549;PC;2010;Action;Electronic Arts;0.04;0.01;0;0.01;0.06
12550;DS;2007;Puzzle;Scholastic Inc.;0.77;0;0;0.05;0.83
12551;DS;2008;Racing;System 3;0.03;0.01;0;0;0.04
12552;PC;2004;Strategy;Microsoft Game Studios;0;0.05;0;0.01;0.06
12553;PSP;2008;Fighting;Capcom;0;0;0.06;0;0.06
12554;3DS;2015;Role-Playing;Rocket Company;0;0;0.03;0.05;0.03
12555;Wii;2010;Adventure;Hudson Soft;0.06;0;0;0;0.06
12556;DS;2008;Adventure;Arc System Works;0.06;0;0;0;0.06
12557;PS2;2000;Sports;Tecmo Koei;0;0;0.06;0;0.06
12558;X360;2012;Action;505 Games;0.03;0.02;0;0;0.06
12559;DS;2008;Sports;Take-Two Interactive;0.05;0;0;0;0.06
12560;PS2;2006;Misc;Xplosiv;0.01;0;0;0;0.01
12561;GBA;2005;Misc;Zoo Digital Publishing;0.04;0.01;0;0;0.06
12562;PSV;2015;Role-Playing;Compile Heart;0;0;0.06;0;0.06
12563;PS2;2006;Misc;Irem Software Engineering;0;0;0.06;0;0.06
12564;Wii;2014;Action;Disney Interactive Studios;0;0.05;0;0;0.06
12565;PSV;2015;Role-Playing;Tecmo Koei;0;0;0.06;0;0.06
12566;DS;2010;Misc;Destineer;0.06;0;0;0;0.06
12567;PSP;2005;Sports;Konami Digital Entertainment;0.05;0;0;0;0.06
12568;PS2;2005;Action;Tecmo Koei;0.03;0.02;0;0.01;0.06
12569;PC;2006;Role-Playing;THQ;0.01;0.04;0;0.01;0.06
12570;DS;2010;Puzzle;Foreign Media Games;0;0.05;0;0.01;0.06
12571;XB;2004;Misc;Microsoft Game Studios;0.04;0.01;0;0;0.06
12572;Wii;N/A;Action;Sega;0.05;0;0;0;0.06
12573;WiiU;2013;Action;Capcom;0.05;0;0;0;0.06
12574;PS2;2005;Misc;Warner Bros. Interactive Entertainment;0.03;0.02;0;0.01;0.06
12575;X360;2008;Action;Tecmo Koei;0.04;0;0.01;0;0.06
12576;PSP;2010;Misc;Asgard;0;0;0.06;0;0.06
12577;DS;2011;Simulation;Ubisoft;0.05;0;0;0;0.06
12578;PS2;2007;Sports;Namco Bandai Games;0;0;0.06;0;0.06
12579;PS;2002;Sports;Namco Bandai Games;0.03;0.02;0;0;0.06
12580;PS2;2009;Fighting;Ecole;0;0;0.06;0;0.06
12581;XB;2002;Adventure;Ubisoft;0.04;0.01;0;0;0.06
12582;DS;2005;Misc;Success;0;0;0.04;0;0.04
12583;DS;2005;Action;Konami Digital Entertainment;0.05;0;0;0;0.06
12584;Wii;2011;Shooter;Atari;0.06;0;0;0;0.06
12585;PSP;2006;Action;Atari;0.05;0.01;0;0.01;0.06
12586;PSP;2009;Sports;Sony Computer Entertainment;0;0;0.06;0;0.06
12587;N/A;1996;Adventure;Psygnosis;0.03;0.02;0;0;0.05
12588;GBA;2005;Action;D3Publisher;0.04;0.02;0;0;0.06
12589;DS;2006;Sports;Electronic Arts;0.05;0.01;0;0;0.06
12590;GC;2003;Action;Capcom;0.05;0.01;0;0;0.06
12591;GBA;2002;Adventure;BAM! Entertainment;0.04;0.02;0;0;0.06
12592;PS4;2015;Adventure;Telltale Games;0.04;0;0;0.01;0.05
12593;PSV;2016;Action;Namco Bandai Games;0;0;0.06;0;0.06
12594;PSP;2007;Misc;Zenrin;0;0;0.02;0;0.02
12595;GC;2002;Sports;Activision;0.05;0.01;0;0;0.06
12596;Wii;2009;Puzzle;P2 Games;0.02;0;0;0;0.02
12597;X360;2014;Role-Playing;Deep Silver;0.03;0.03;0;0.01;0.06
12598;PSP;2012;Simulation;Namco Bandai Games;0;0;0.06;0;0.06
12599;3DS;2015;Action;FuRyu;0;0;0.06;0.05;0.06
12600;X360;2011;Action;Tecmo Koei;0;0.04;0.01;0.01;0.06
12601;DS;2011;Platform;Rising Star Games;0.04;0.02;0;0;0.06
12602;X360;2016;Sports;Take-Two Interactive;0.04;0;0;0.01;0.05
12603;DS;2007;Puzzle;Eidos Interactive;0.05;0;0;0;0.06
12604;3DS;2013;Role-Playing;Kadokawa Games;0;0;0.06;0.05;0.06
12605;X360;2008;Action;Eidos Interactive;0.05;0;0;0;0.06
12606;SAT;1998;Platform;Sega;0;0;0.06;0;0.06
12607;PC;2010;Sports;Konami Digital Entertainment;0;0.05;0;0.01;0.06
12608;DS;2007;Platform;Phenomedia;0.04;0;0;0;0.05
12609;PSV;2014;Fighting;Arc System Works;0.03;0;0.02;0.01;0.06
